 [DEBUG] (Thread-1 ) Starting Super, TIME 2018-09-27 10:27:39.316161
 [DEBUG] (Thread-4 ) Starting Error, TIME 2018-09-27 10:27:39.953301
 [DEBUG] (Thread-4 ) Exiting Error, TIME 2018-09-27 10:27:39.953489
 [DEBUG] (Thread-5 ) Starting SYN, TIME 2018-09-27 10:27:39.953845
 [DEBUG] (Thread-5 ) Exiting SYN, TIME 2018-09-27 10:27:39.953960
 [DEBUG] (Thread-3 ) Starting DOS, TIME 2018-09-27 10:27:39.954022
 [DEBUG] (Thread-3 ) Exiting DOS, TIME 2018-09-27 10:27:39.954190
 [DEBUG] (Thread-1 ) Exiting super, TIME 2018-09-27 10:27:39.956056
 [DEBUG] (Thread-2 ) Starting Super, TIME 2018-09-27 10:28:39.318030
 [DEBUG] (Thread-8 ) Starting Error, TIME 2018-09-27 10:28:39.778925
 [DEBUG] (Thread-8 ) Exiting Error, TIME 2018-09-27 10:28:39.779908
 [DEBUG] (Thread-9 ) Starting SYN, TIME 2018-09-27 10:28:39.780324
 [DEBUG] (Thread-7 ) Starting DOS, TIME 2018-09-27 10:28:39.781580
 [DEBUG] (Thread-9 ) Exiting SYN, TIME 2018-09-27 10:28:39.781905
 [DEBUG] (Thread-7 ) Exiting DOS, TIME 2018-09-27 10:28:39.782938
 [DEBUG] (Thread-2 ) Exiting super, TIME 2018-09-27 10:28:39.797392
 [DEBUG] (Thread-6 ) Starting Super, TIME 2018-09-27 10:29:39.318339
 [DEBUG] (Thread-12) Starting Error, TIME 2018-09-27 10:29:39.847570
 [DEBUG] (Thread-13) Starting SYN, TIME 2018-09-27 10:29:39.847737
 [DEBUG] (Thread-12) Exiting Error, TIME 2018-09-27 10:29:39.847882
 [DEBUG] (Thread-11) Starting DOS, TIME 2018-09-27 10:29:39.848032
 [DEBUG] (Thread-13) Exiting SYN, TIME 2018-09-27 10:29:39.848095
 [DEBUG] (Thread-11) Exiting DOS, TIME 2018-09-27 10:29:39.848312
 [DEBUG] (Thread-6 ) Exiting super, TIME 2018-09-27 10:29:39.850191
 [DEBUG] (Thread-10) Starting Super, TIME 2018-09-27 10:30:39.319136
 [DEBUG] (Thread-16) Starting Error, TIME 2018-09-27 10:30:39.946782
 [DEBUG] (Thread-16) Exiting Error, TIME 2018-09-27 10:30:39.947795
 [DEBUG] (Thread-17) Starting SYN, TIME 2018-09-27 10:30:39.948340
 [DEBUG] (Thread-15) Starting DOS, TIME 2018-09-27 10:30:39.949430
 [DEBUG] (Thread-17) Exiting SYN, TIME 2018-09-27 10:30:39.949737
 [DEBUG] (Thread-15) Exiting DOS, TIME 2018-09-27 10:30:39.950712
 [DEBUG] (Thread-10) Exiting super, TIME 2018-09-27 10:30:39.965067
 [DEBUG] (Thread-14) Starting Super, TIME 2018-09-27 10:31:39.325999
 [DEBUG] (Thread-20) Starting Error, TIME 2018-09-27 10:31:39.948230
 [DEBUG] (Thread-20) Exiting Error, TIME 2018-09-27 10:31:39.948465
 [DEBUG] (Thread-21) Starting SYN, TIME 2018-09-27 10:31:39.948584
 [DEBUG] (Thread-21) Exiting SYN, TIME 2018-09-27 10:31:39.948658
 [DEBUG] (Thread-19) Starting DOS, TIME 2018-09-27 10:31:39.948783
 [DEBUG] (Thread-19) Exiting DOS, TIME 2018-09-27 10:31:39.948920
 [DEBUG] (Thread-14) Exiting super, TIME 2018-09-27 10:31:39.951156
 [DEBUG] (Thread-18) Starting Super, TIME 2018-09-27 10:32:39.327550
 [DEBUG] (Thread-24) Starting Error, TIME 2018-09-27 10:32:39.965601
 [DEBUG] (Thread-24) Exiting Error, TIME 2018-09-27 10:32:39.967005
 [DEBUG] (Thread-25) Starting SYN, TIME 2018-09-27 10:32:39.967660
 [DEBUG] (Thread-25) Exiting SYN, TIME 2018-09-27 10:32:39.975199
 [DEBUG] (Thread-23) Starting DOS, TIME 2018-09-27 10:32:39.979559
 [DEBUG] (Thread-23) Exiting DOS, TIME 2018-09-27 10:32:39.980744
 [DEBUG] (Thread-18) Exiting super, TIME 2018-09-27 10:32:39.992369
 [DEBUG] (Thread-22) Starting Super, TIME 2018-09-27 10:33:39.327687
 [DEBUG] (Thread-28) Starting Error, TIME 2018-09-27 10:33:39.858591
 [DEBUG] (Thread-28) Exiting Error, TIME 2018-09-27 10:33:39.858789
 [DEBUG] (Thread-29) Starting SYN, TIME 2018-09-27 10:33:39.858934
 [DEBUG] (Thread-29) Exiting SYN, TIME 2018-09-27 10:33:39.859010
 [DEBUG] (Thread-27) Starting DOS, TIME 2018-09-27 10:33:39.859065
 [DEBUG] (Thread-27) Exiting DOS, TIME 2018-09-27 10:33:39.859235
 [DEBUG] (Thread-22) Exiting super, TIME 2018-09-27 10:33:39.861259
 [DEBUG] (Thread-26) Starting Super, TIME 2018-09-27 10:34:39.328153
 [DEBUG] (Thread-32) Starting Error, TIME 2018-09-27 10:34:39.962356
 [DEBUG] (Thread-32) Exiting Error, TIME 2018-09-27 10:34:39.962521
